LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
21.9288	21.6536	22.6286	21.5093	NaN	21.7314	22.8485	22.8948	23.2062	22.5624	NaN	22.1845	21.9785	22.0779	21.7511	NaN	NaN	NaN	22.2479	NaN	21.2301	NaN	NaN	NaN							6	5	5	23	20.6	20.6	50.078	0	22.045	118470000	23	AT1G09270.3;AT1G09270.2;AT1G09270.1	AT1G09270.3;AT1G09270.2;AT1G09270.1	AT1G09270.3 | Symbols: IMPA-4 | importin alpha isoform 4 | chr1:2995162-2997833 FORWARD LENGTH=456;AT1G09270.2 | Symbols: IMPA-4 | importin alpha isoform 4 | chr1:2994506-2997833 FORWARD LENGTH=538;AT1G09270.1 | Symbols: IMPA-4 | importin alpha isoform 4 |
24.1467	24.0654	23.3318	21.8482	22.5388	22.9868	24.5369	25.4933	23.9806	24.2347	23.4462	25.274	24.12	23.2008	23.1003	24.0159	24.0824	NaN	24.6191	23.6026	23.9171	23.7915	20.8311	23.3535							10	10	10	55.3	55.3	55.3	19.947	0	42.846	769460000	81	AT1G09310.1	AT1G09310.1	"AT1G09310.1 | Symbols:  | Protein of unknown function, DUF538 | chr1:3009109-3009648 FORWARD LENGTH=179"
NaN	22.4528	22.7263	22.0557	20.9491	NaN	NaN	22.8801	23.384	NaN	NaN	NaN	22.9976	22.2202	23.3682	22.7313	NaN	NaN	23.515	22.2287	22.6078	22.2884	NaN	NaN							7	7	7	22	22	22	42.619	0	23.49	174450000	30	AT1G09340.1	AT1G09340.1	"AT1G09340.1 | Symbols: CRB, CSP41B, HIP1.3 | chloroplast RNA binding | chr1:3015473-3018035 FORWARD LENGTH=378"
25.2324	25.1917	24.8944	22.5142	23.3914	24.5835	26.3302	26.4592	26.4705	25.3104	NaN	25.1156	25.6199	25.8283	24.842	23.778	28.0594	24.3449	25.9178	25.6777	25.5163	24.6314	NaN	24.6764							14	14	14	67.7	67.7	67.7	18.709	0	79.072	2044100000	126	AT1G57860.1;AT1G57660.1;AT1G09690.1;AT1G09590.1	AT1G57860.1;AT1G57660.1;AT1G09690.1;AT1G09590.1	AT1G57860.1 | Symbols:  | Translation protein SH3-like family protein | chr1:21430034-21430827 REVERSE LENGTH=164;AT1G57660.1 | Symbols:  | Translation protein SH3-like family protein | chr1:21355567-21356364 FORWARD LENGTH=164;AT1G09690.1 | Symbols:  | Tr
23.5479	24.2968	23.7423	22.9278	23.0986	23.8671	24.7073	25.3408	25.138	NaN	24.818	23.8093	24.2683	24.3539	24.072	23.5072	22.8662	23.718	24.5986	24.1205	24.1045	24.2984	23.151	NaN							18	9	9	50	28	28	46.66	0	39.007	739390000	72	AT1G09640.1;AT1G09640.2	AT1G09640.1;AT1G09640.2	"AT1G09640.1 | Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:3120162-3122152 FORWARD LENGTH=414;AT1G09640.2 | Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:3120162-3122152 FORWARD LENGTH=265"
22.2674	22.3096	23.3754	24.1451	22.972	23.4372	23.6555	23.0529	23.7175	25.4099	23.2028	23.8719	22.9832	22.7158	23.1451	23.7786	22.6549	24.0237	23.4041	NaN	23.2939	23.4832	23.2896	23.9399							5	5	5	26.9	26.9	26.9	18.15	0	175.18	516960000	34	AT1G09740.1	AT1G09740.1	AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171
NaN	21.2538	20.873	20.5907	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.9171	20.5367	NaN	NaN	NaN	NaN							1	1	1	4.2	4.2	4.2	47.661	0	17.774	28018000	6	AT1G09750.1	AT1G09750.1	AT1G09750.1 | Symbols:  | Eukaryotic aspartyl protease family protein | chr1:3157541-3158960 FORWARD LENGTH=449
21.6259	22.0682	21.4933	21.4333	NaN	20.3664	NaN	23.1202	22.2943	22.3926	NaN	NaN	21.7271	NaN	22.2827	23.2879	NaN	NaN	23.1258	20.6683	21.5173	NaN	NaN	NaN							12	3	3	26.9	6.6	6.6	60.579	0	9.0549	118160000	11	AT1G09780.1	AT1G09780.1	"AT1G09780.1 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr1:3165550-3167812 REVERSE LENGTH=557"
NaN	NaN	NaN	NaN	NaN	NaN	21.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.6465	21.1748	NaN	NaN	NaN	NaN							12	12	1	84	84	16.6	20.608	0	323.31	8164700	4	AT2G47170.1;AT1G10630.1	AT2G47170.1;AT1G10630.1	"AT2G47170.1 | Symbols: ARF1A1C | Ras-related small GTP-binding family protein | chr2:19367264-19368518 FORWARD LENGTH=181;AT1G10630.1 | Symbols: ATARFA1F, ARFA1F | ADP-ribosylation factor A1F | chr1:3513189-3514230 REVERSE LENGTH=181"
NaN	22.5404	22.4488	NaN	NaN	NaN	23.2638	23.0755	24.1676	NaN	NaN	23.3615	23.5948	23.1838	23.3051	NaN	NaN	NaN	22.6143	22.6855	22.7578	NaN	NaN	22.279							4	4	4	16.4	16.4	16.4	28.887	0	10.771	173870000	18	AT1G10840.2;AT1G10840.1	AT1G10840.2;AT1G10840.1	AT1G10840.2 | Symbols: TIF3H1 | translation initiation factor 3 subunit H1 | chr1:3607885-3609657 REVERSE LENGTH=250;AT1G10840.1 | Symbols: TIF3H1 | translation initiation factor 3 subunit H1 | chr1:3607885-3610299 REVERSE LENGTH=337
21.2329	NaN	NaN	21.8889	NaN	20.7506	NaN	NaN	NaN	NaN	21.7098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							1	1	1	3.8	3.8	3.8	61.687	0.003937	3.0494	13334000	4	AT1G11580.1	AT1G11580.1	"AT1G11580.1 | Symbols: ATPMEPCRA, PMEPCRA | methylesterase PCR A | chr1:3888730-3890649 FORWARD LENGTH=557"
20.0054	20.8487	NaN	20.9546	NaN	NaN	NaN	22.2934	NaN	23.5813	22.4689	21.9712	NaN	NaN	NaN	NaN	NaN	NaN	21.4275	NaN	NaN	NaN	22.9036	NaN							1	1	1	3.9	3.9	3.9	31.928	0.0083955	2.6988	71077000	7	AT1G11840.4;AT1G11840.3;AT1G11840.2;AT1G11840.1;AT1G11840.6	AT1G11840.4;AT1G11840.3;AT1G11840.2;AT1G11840.1;AT1G11840.6	"AT1G11840.4 | Symbols: ATGLX1, GLX1 | glyoxalase I homolog | chr1:3996045-3997518 FORWARD LENGTH=283;AT1G11840.3 | Symbols: ATGLX1, GLX1 | glyoxalase I homolog | chr1:3996045-3997518 FORWARD LENGTH=283;AT1G11840.2 | Symbols: ATGLX1, GLX1 | glyoxalase I hom"
22.1294	22.8841	22.253	22.7463	23.3296	21.7041	NaN	22.92	NaN	NaN	NaN	NaN	22.2882	NaN	23.0821	23.8129	NaN	NaN	23.7153	NaN	21.5679	22.3684	NaN	NaN							4	4	4	14.7	14.7	14.7	44.444	0	12.503	184010000	19	AT1G11860.3;AT1G11860.2;AT1G11860.1	AT1G11860.3;AT1G11860.2;AT1G11860.1	AT1G11860.3 | Symbols:  | Glycine cleavage T-protein family | chr1:4001801-4003245 FORWARD LENGTH=408;AT1G11860.2 | Symbols:  | Glycine cleavage T-protein family | chr1:4001801-4003245 FORWARD LENGTH=408;AT1G11860.1 | Symbols:  | Glycine cleavage T-protein
24.25	24.5964	24.224	21.9647	23.3339	24.3329	25.9544	25.9492	25.9143	23.6813	25.56	23.0457	26.5555	26.0515	26.3521	23.138	22.4132	24.5078	26.5226	25.8149	26.0016	24.0116	23.6849	24.834							11	11	9	31	31	26.1	54.613	0	197.51	1935100000	188	AT1G11910.1	AT1G11910.1	"AT1G11910.1 | Symbols: APA1, ATAPA1 | aspartic proteinase A1 | chr1:4017119-4019874 REVERSE LENGTH=506"
21.612	21.6515	22.3315	21.1836	NaN	21.4978	NaN	22.3289	NaN	NaN	NaN	NaN	22.3048	22.0595	21.9793	NaN	NaN	NaN	22.0837	21.5768	21.9976	NaN	NaN	NaN							3	3	3	8.4	8.4	8.4	43.994	0	4.1153	94176000	12	AT1G12230.1;AT1G12230.2	AT1G12230.1;AT1G12230.2	AT1G12230.1 | Symbols:  | Aldolase superfamily protein | chr1:4148050-4150708 FORWARD LENGTH=405;AT1G12230.2 | Symbols:  | Aldolase superfamily protein | chr1:4148050-4150708 FORWARD LENGTH=427
21.8042	22.1811	22.4911	NaN	21.7913	21.9035	23.1522	22.0578	23.5299	NaN	NaN	NaN	22.6606	22.0618	22.6213	22.9731	NaN	NaN	22.8988	21.7454	22.4869	23.4777	NaN	23.3903							2	2	2	18.9	18.9	18.9	16.517	0	4.2205	204790000	23	AT1G12310.1;AT1G62820.1	AT1G12310.1;AT1G62820.1	AT1G12310.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:4187500-4187946 REVERSE LENGTH=148;AT1G62820.1 | Symbols:  | Calcium-binding EF-hand family protein | chr1:23263822-23264268 REVERSE LENGTH=148
NaN	21.2132	22.3619	NaN	21.3619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.8241	NaN	NaN	NaN	NaN	NaN							3	3	3	8	8	8	42.619	0	4.989	19659000	6	AT1G12840.1	AT1G12840.1	"AT1G12840.1 | Symbols: DET3, ATVHA-C | vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3) | chr1:4375584-4378220 FORWARD LENGTH=375"
22.6815	23.5479	23.9211	22.4224	22.3074	22.6091	NaN	24.487	24.2487	22.8287	NaN	22.2525	23.9492	23.5572	23.8414	23.354	NaN	NaN	23.7761	23.2745	23.4686	23.1639	NaN	NaN							21	5	5	62.9	25.4	25.4	37.667	0	64.836	373750000	56	AT1G12900.4;AT1G12900.3;AT1G12900.1;AT1G12900.2	AT1G12900.4;AT1G12900.3;AT1G12900.1;AT1G12900.2	AT1G12900.4 | Symbols: GAPA-2 | glyceraldehyde 3-phosphate dehydrogenase A subunit 2 | chr1:4392634-4393850 REVERSE LENGTH=350;AT1G12900.3 | Symbols: GAPA-2 | glyceraldehyde 3-phosphate dehydrogenase A subunit 2 | chr1:4392634-4393850 REVERSE LENGTH=350;AT
NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.0799	NaN	NaN	NaN	NaN	23.2737	NaN	22.2455	NaN	NaN	NaN	21.6414	22.2601	NaN	NaN	NaN	NaN							2	2	1	7.4	7.4	3	48.941	0	4.8082	25624000	2	AT1G12920.1;AT3G26618.1	AT1G12920.1;AT3G26618.1	AT1G12920.1 | Symbols: ERF1-2 | eukaryotic release factor 1-2 | chr1:4396555-4397859 REVERSE LENGTH=434;AT3G26618.1 | Symbols: ERF1-3 | eukaryotic release factor 1-3 | chr3:9788854-9790161 FORWARD LENGTH=435
24.1012	23.6024	23.1036	23.2346	22.796	23.8456	33.9494	33.8206	33.7472	31.713	31.3182	30.9629	29.4148	29.2857	29.7086	30.5266	30.7073	31.047	28.69	28.2352	29.095	30.715	31.1388	29.9609				PBE1	CP	Beta	30	30	12	99.5	99.5	52.5	23.382	0	323.31	1.46E+11	1095	AT1G13060mature.1;AT1G13060mature.2;AT1G13060.1;AT1G13060.2	AT1G13060mature.1;AT1G13060mature.2;AT1G13060.1;AT1G13060.2	AT1G13060mature.1 | Symbols: PBE1 | 20S proteasome beta subunit E1 | chr1:4452641-4454663 FORWARD LENGTH=274;AT1G13060mature.2 | Symbols: PBE1 | 20S proteasome beta subunit E1 | chr1:4452641-4454663 FORWARD LENGTH=298;AT1G13060.1 | Symbols: PBE1 | 20S prot
23.2248	23.2552	23.5279	23.5753	23.274	23.0947	24.7395	26.1233	24.9813	26.1986	NaN	25.4559	24.1588	24.5541	23.5592	25.0016	22.9562	22.3401	24.5368	22.9611	23.9033	23.7838	NaN	23.2601							26	26	4	79.9	79.9	19.5	36.913	0	323.31	909220000	37	AT1G13440.1;AT1G13440.2	AT1G13440.1;AT1G13440.2	"AT1G13440.1 | Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=338;AT1G13440.2 | Symbols: GAPC-2, GAPC2 | glyceraldehyde-3-phosphate dehydrogenase C2 | chr1:4608465-4610494 REVERSE LENGTH=310"
25.9413	24.732	25.15	22.7294	23.9719	24.1107	24.7732	24.5904	25.302	26.0872	25.2821	24.8842	25.9353	24.7602	24.7188	25.0976	25.2908	25.0017	26.2047	24.0434	24.9203	24.7478	25.6618	24.7204							8	8	8	54.2	54.2	54.2	16.163	0	65.18	1780000000	134	AT1G13930.3;AT1G13930.2;AT1G13930.1	AT1G13930.3;AT1G13930.2;AT1G13930.1	AT1G13930.3 | Symbols:  | Involved in response to salt stress.  Knockout mutants are hypersensitive to salt stress. | chr1:4761091-4761558 FORWARD LENGTH=155;AT1G13930.2 | Symbols:  | Involved in response to salt stress.  Knockout mutants are hypersensitiv
24.1468	23.6764	22.8547	NaN	NaN	23.3175	25.1549	25.429	25.2636	23.8578	22.54	24.4969	25.0022	25.1176	23.6392	NaN	22.6233	25.6082	25.2864	24.775	25.0553	24.0673	NaN	23.5071							13	13	4	47.3	47.3	14.5	24.917	0	73.776	915250000	70	AT1G14320.1;AT1G14320.2	AT1G14320.1;AT1G14320.2	"AT1G14320.1 | Symbols: SAC52, RPL10, RPL10A | Ribosomal protein L16p/L10e family protein | chr1:4888270-4889408 FORWARD LENGTH=220;AT1G14320.2 | Symbols: SAC52, RPL10A | Ribosomal protein L16p/L10e family protein | chr1:4888270-4889408 FORWARD LENGTH=163"
22.4925	21.9605	22.8586	21.2225	21.6152	21.6014	22.2957	22.0994	22.8754	23.4504	NaN	NaN	23.0854	NaN	21.8818	22.3865	NaN	NaN	23.8066	NaN	22.7075	NaN	NaN	NaN							5	5	5	24.5	24.5	24.5	40.745	0	21.629	154110000	29	AT1G14810.1	AT1G14810.1	AT1G14810.1 | Symbols:  | semialdehyde dehydrogenase family protein | chr1:5102684-5104633 REVERSE LENGTH=375
26.5107	26.0932	26.8971	25.9627	26.5546	26.4287	27.5968	27.5125	28.0467	27.3073	26.9543	27.1165	26.6521	26.0111	26.6298	26.2162	26.061	26.0481	26.8698	25.7052	27.0372	26.8545	NaN	26.2552							10	10	10	85.7	85.7	85.7	10.812	0	103.43	5375400000	277	AT1G14980.1	AT1G14980.1	AT1G14980.1 | Symbols: CPN10 | chaperonin 10 | chr1:5165930-5166654 REVERSE LENGTH=98
21.2144	NaN	21.8303	20.7119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.0618	NaN	NaN	NaN							4	4	4	6.7	6.7	6.7	95.208	0	5.1451	19445000	4	AT1G15130.1	AT1G15130.1	AT1G15130.1 | Symbols:  | Endosomal targeting BRO1-like domain-containing protein | chr1:5206217-5209848 REVERSE LENGTH=846
21.0512	21.4236	NaN	21.8031	23.6362	23.6904	22.1866	21.9253	NaN	25.706	22.7828	22.4982	23.4181	23.2921	23.4695	24.3006	NaN	25.2024	22.1616	23.5451	23.9555	25.4777	26.4411	25.7275							5	5	5	9.5	9.5	9.5	80.819	0	17.112	847660000	32	AT1G15690.1;AT1G15690.2	AT1G15690.1	"AT1G15690.1 | Symbols: AVP1, ATAVP3, AVP-3, AtVHP1;1 | Inorganic H pyrophosphatase family protein | chr1:5399115-5402185 FORWARD LENGTH=770"
NaN	NaN	NaN	NaN	NaN	20.9668	NaN	NaN	NaN	NaN	NaN	NaN	21.3512	21.8164	21.5336	NaN	NaN	NaN	NaN	20.8772	21.3031	NaN	NaN	NaN							2	2	2	10.9	10.9	10.9	27.522	0	3.8835	21040000	4	AT1G15820.1	AT1G15820.1	"AT1G15820.1 | Symbols: LHCB6, CP24 | light harvesting complex photosystem II subunit 6 | chr1:5446685-5447676 REVERSE LENGTH=258"
24.3018	24.8673	24.7769	22.9885	23.6814	24.2072	25.4592	25.8036	25.5852	24.1352	NaN	24.5053	24.9276	24.9816	24.8726	23.6548	NaN	24.6777	25.014	24.7083	25.0861	23.9758	NaN	24.2213							7	7	4	50.7	50.7	32.6	15.377	0	168.95	1122900000	105	AT1G15930.2;AT1G15930.1	AT1G15930.2;AT1G15930.1	AT1G15930.2 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr1:5471702-5472741 FORWARD LENGTH=144;AT1G15930.1 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr1:5471702-5472741 FORWARD LENGTH=144
23.6563	23.9641	23.3359	21.8269	22.3417	23.1889	32.9692	32.7131	32.525	30.6287	30.7238	30.4498	28.4239	28.2388	28.9139	29.6286	29.7886	29.9992	27.2945	27.432	27.8748	29.4697	30.47	29.1616				PAB1	CP	Alpha	35	35	6	97.4	97.4	20.4	25.701	0	323.31	70221000000	575	AT1G16470.2;AT1G16470.1	AT1G16470.2;AT1G16470.1	AT1G16470.2 | Symbols: PAB1 | proteasome subunit PAB1 | chr1:5623122-5625439 FORWARD LENGTH=235;AT1G16470.1 | Symbols: PAB1 | proteasome subunit PAB1 | chr1:5623122-5625439 FORWARD LENGTH=235
NaN	NaN	NaN	NaN	NaN	21.6194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.7371	NaN	21.3916	NaN	NaN	22.0852							3	3	3	7.7	7.7	7.7	65.708	0	4.37	20675000	5	AT1G16720.1	AT1G16720.1	AT1G16720.1 | Symbols: HCF173 | high chlorophyll fluorescence phenotype 173 | chr1:5723161-5726248 FORWARD LENGTH=598
22.3596	22.0996	25.9228	21.7628	22.1411	22.183	22.9558	NaN	NaN	NaN	NaN	NaN	22.5849	22.2407	23.0663	NaN	NaN	NaN	22.3208	NaN	22.5684	NaN	NaN	NaN							5	5	5	20.7	20.7	20.7	31.294	0	10.548	236100000	13	AT1G16880.1;AT1G16880.2	AT1G16880.1;AT1G16880.2	AT1G16880.1 | Symbols:  | uridylyltransferase-related | chr1:5773796-5776125 FORWARD LENGTH=290;AT1G16880.2 | Symbols:  | uridylyltransferase-related | chr1:5773796-5775272 FORWARD LENGTH=213
21.6167	21.0284	22.8279	NaN	20.9845	20.816	NaN	NaN	NaN	NaN	NaN	NaN	21.7276	21.7915	22.2943	NaN	NaN	NaN	21.2466	20.8728	21.7911	NaN	NaN	21.3212							2	2	2	22.2	22.2	22.2	17.22	0	8.4993	58873000	6	AT1G16890.2;AT1G16890.1;AT1G16890.3	AT1G16890.2;AT1G16890.1;AT1G16890.3	"AT1G16890.2 | Symbols: UBC36, UBC13B | ubiquitin-conjugating enzyme 36 | chr1:5776550-5778327 REVERSE LENGTH=153;AT1G16890.1 | Symbols: UBC36, UBC13B | ubiquitin-conjugating enzyme 36 | chr1:5776550-5777903 REVERSE LENGTH=120;AT1G16890.3 | Symbols: UBC36 |"
NaN	NaN	21.0909	NaN	NaN	20.3154	NaN	NaN	NaN	22.1186	NaN	NaN	22.6806	22.7971	21.6085	NaN	NaN	NaN	21.8149	21.6455	21.716	NaN	NaN	NaN							4	4	2	19.6	19.6	11.2	23.869	0	6.4692	55796000	5	AT4G18800.1;AT5G45750.1;AT1G16920.1;AT5G60860.1;AT3G15060.1;AT1G09630.1;AT2G33870.1;AT1G28550.1	AT4G18800.1;AT5G45750.1;AT1G16920.1;AT5G60860.1;AT3G15060.1;AT1G09630.1;AT2G33870.1;AT1G28550.1	"AT4G18800.1 | Symbols: ATHSGBP, ATRAB11B, ATRABA1D, RABA1d | RAB GTPase homolog A1D | chr4:10320156-10321339 REVERSE LENGTH=214;AT5G45750.1 | Symbols: AtRABA1c, RABA1c | RAB GTPase homolog A1C | chr5:18559318-18560639 FORWARD LENGTH=216;AT1G16920.1 | Symbo"
NaN	20.7019	21.0367	21.5285	21.1405	NaN	NaN	21.8393	21.3578	22.1258	NaN	NaN	NaN	NaN	NaN	22.2706	NaN	NaN	21.7514	NaN	NaN	21.9465	NaN	NaN							2	2	2	3.9	3.9	3.9	59.82	0.0010142	3.3908	40927000	2	AT1G17290.1	AT1G17290.1	AT1G17290.1 | Symbols: AlaAT1 | alanine aminotransferas | chr1:5922771-5926093 FORWARD LENGTH=543
23.7195	23.9988	24.1588	22.7024	23.2014	23.1648	25.0353	25.5833	24.904	NaN	NaN	24.1881	22.4595	23.7997	23.466	NaN	NaN	NaN	24.3031	23.4752	24.072	NaN	NaN	NaN							6	5	5	46.1	41.8	41.8	17.946	0	158.04	609710000	96	AT1G17880.1	AT1G17880.1	"AT1G17880.1 | Symbols: BTF3, ATBTF3 | basic transcription factor 3 | chr1:6152572-6153425 REVERSE LENGTH=165"
25.2207	25.4154	25.0231	23.8589	23.7246	24.6922	25.7378	26.3898	26.3232	25.022	24.1544	NaN	25.7144	25.5163	25.4002	24.3002	NaN	25.333	25.6839	25.4405	25.8543	24.4803	NaN	24.4742							13	13	9	42.5	42.5	35.8	35.747	0	181.35	1714900000	164	AT1G18080.1	AT1G18080.1	"AT1G18080.1 | Symbols: ATARCA, RACK1A_AT, RACK1A | Transducin/WD40 repeat-like superfamily protein | chr1:6222325-6223901 FORWARD LENGTH=327"
NaN	21.728	21.8039	22.349	22.1087	22.1086	NaN	NaN	NaN	NaN	NaN	NaN	22.5012	22.0971	22.6715	NaN	NaN	22.3675	22.402	22.693	22.2047	21.572	NaN	21.9295							4	4	4	17.2	17.2	17.2	48.936	0	10.726	92863000	13	AT1G18450.1	AT1G18450.1	"AT1G18450.1 | Symbols: ATARP4, ARP4 | actin-related protein 4 | chr1:6348199-6351766 FORWARD LENGTH=441"
24.537	24.8356	24.1719	21.5674	22.6164	24.1146	25.0724	25.8102	25.6646	24.5366	22.6474	24.9221	25.3788	25.4226	24.6465	23.9116	NaN	24.5553	25.2743	24.9181	24.8711	24.7334	23.8554	24.8318							7	7	4	40.3	40.3	23.2	26.152	0	23.291	1271900000	93	AT1G18540.1	AT1G18540.1	AT1G18540.1 | Symbols:  | Ribosomal protein L6 family protein | chr1:6377448-6378548 REVERSE LENGTH=233
23.8263	23.7645	23.9766	23.5168	23.2065	23.2867	25.3799	25.5639	24.6905	24.3021	24.6403	24.0697	23.3948	23.4337	22.7496	23.7208	23.3388	NaN	24.1733	24.0164	24.0065	23.1234	24.0619	22.5921							10	10	10	45.9	45.9	45.9	41.366	0	61.698	758800000	62	AT1G19480.2;AT1G19480.1;AT3G50880.1;AT1G75230.1;AT1G75230.2	AT1G19480.2;AT1G19480.1	AT1G19480.2 | Symbols:  | DNA glycosylase superfamily protein | chr1:6744520-6745653 FORWARD LENGTH=377;AT1G19480.1 | Symbols:  | DNA glycosylase superfamily protein | chr1:6744520-6746144 FORWARD LENGTH=382
22.1193	22.6483	NaN	22.5195	21.0243	20.7512	NaN	24.308	22.8287	24.1192	NaN	NaN	NaN	NaN	NaN	23.1208	NaN	NaN	22.1968	NaN	NaN	NaN	NaN	NaN							3	3	3	16.5	16.5	16.5	23.455	0	7.7453	160560000	18	AT1G19570.2;AT1G19570.1;AT1G19550.1	AT1G19570.2;AT1G19570.1	"AT1G19570.2 | Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=212;AT1G19570.1 | Symbols: DHAR1, ATDHAR1, DHAR5 | dehydroascorbate reductase | chr1:6773462-6774413 REVERSE LENGTH=213"
24.2805	23.9717	24.7633	NaN	22.1823	22.868	25.4221	25.9163	24.6678	NaN	NaN	22.4575	25.8747	25.198	24.9718	NaN	NaN	NaN	25.284	24.4575	24.6561	NaN	NaN	22.861							31	13	8	66.6	29.6	16.3	50.342	0	158.61	906640000	72	AT1G20010.1	AT1G20010.1	AT1G20010.1 | Symbols: TUB5 | tubulin beta-5 chain | chr1:6938033-6940481 REVERSE LENGTH=449
26.0431	25.9789	25.0785	23.5696	25.1271	24.8908	31.0049	30.3742	31.6239	32.2784	31.3393	31.2007	33.0029	32.9509	32.5445	32.2309	32.6623	32.641	32.1632	31.873	32.0933	31.8703	33.0134	31.8069				RPN3a	RP	RPN	68	68	34	82.4	82.4	49	55.582	0	323.31	1.82E+11	2615	AT1G20200.1	AT1G20200.1	"AT1G20200.1 | Symbols: EMB2719, HAP15 | PAM domain (PCI/PINT associated module) protein | chr1:7001409-7004154 REVERSE LENGTH=488"
21.3088	20.898	21.1722	NaN	NaN	NaN	21.7533	22.1691	NaN	NaN	NaN	NaN	22.1311	NaN	21.0581	NaN	NaN	21.5906	21.2103	20.8847	NaN	NaN	NaN	21.7953							2	2	2	8.3	8.3	8.3	33.763	0	3.7489	42586000	2	AT1G20220.1	AT1G20220.1	AT1G20220.1 | Symbols:  | Alba DNA/RNA-binding protein | chr1:7005090-7007285 REVERSE LENGTH=315
NaN	21.3317	21.3089	NaN	21.0209	21.4766	NaN	22.4279	21.5121	NaN	20.9095	NaN	21.8586	21.6158	21.8431	20.2507	NaN	NaN	21.2379	NaN	21.5576	21.5077	NaN	21.5145							17	17	2	56	56	4.5	54.107	0	132.02	78552000	11	AT1G76030.1;AT1G20260.1	AT1G76030.1;AT1G20260.1	"AT1G76030.1 | Symbols:  | ATPase, V1 complex, subunit B protein | chr1:28534134-28536916 FORWARD LENGTH=486;AT1G20260.1 | Symbols:  | ATPase, V1 complex, subunit B protein | chr1:7016971-7020290 FORWARD LENGTH=487"
NaN	24.4289	23.4901	NaN	23.7247	22.3168	NaN	NaN	NaN	24.0298	NaN	NaN	NaN	NaN	24.4067	NaN	NaN	NaN	25.1734	NaN	NaN	NaN	NaN	NaN							2	2	2	16.8	16.8	16.8	16.984	0	36.571	229880000	18	AT1G20340.1	AT1G20340.1	"AT1G20340.1 | Symbols: DRT112, PETE2 | Cupredoxin superfamily protein | chr1:7042770-7043273 REVERSE LENGTH=167"
22.9324	21.3491	22.6564	NaN	NaN	NaN	21.9454	NaN	22.4189	NaN	NaN	20.7052	22.9904	22.6612	NaN	22.0169	NaN	NaN	22.544	NaN	22.0617	21.6257	NaN	NaN							3	2	2	20	17	17	29.896	0	9.3408	93614000	15	AT1G20440.1	AT1G20440.1	"AT1G20440.1 | Symbols: COR47, RD17, AtCOR47 | cold-regulated 47 | chr1:7084722-7085664 REVERSE LENGTH=265"
